Y1,Y2,Y3,Y4,Y5
A,B,B999999,A,C
20000,20000,20000,20000,20000
#ff4,#f40,#4af,#080,purple
0,2,0,0,0
,A,,,
{},{},{},{},"{""0"": ""disable"", ""1"": ""enable"", ""2"": ""rsvd""}"
0.0,21.052158254955643,50,-30,1778
0.6279051952931337,22.421277947012403,50,20,43
1.2533323356430426,19.902263337471915,50,20,936
1.8738131458572462,18.993517396314363,50,20,-12
2.486898871648548,22.299452038352456,50,20,1252
3.090169943749474,20.56217380968237,50,20,1365
3.6812455268467796,18.917509783010637,50,20,48
4.257792915650727,21.96655684852893,50,20,794
4.817536741017153,20.695377886541745,50,20,1998
5.358267949789966,21.2354691722044,50,20,-2
5.877852522924732,21.462135024177645,50,20,1763
6.3742398974868975,21.790310866742857,50,20,712
6.845471059286887,22.0124658401499,50,20,1018
7.289686274214116,22.10800622611987,50,20,99
7.705132427757892,18.112083889728826,50,20,1380
8.090169943749475,20.50169171638194,50,20,794
8.443279255020151,17.694063724779983,50,20,1931
8.763066800438637,17.57082495258022,50,20,1561
9.048270524660197,19.160715484231005,50,20,-98
9.297764858882514,21.75406212581846,50,20,1045
9.510565162951535,21.57772104288824,50,-30,547
9.68583161128631,18.70961240826569,50,20,88
9.822872507286887,18.164131756939508,50,20,344
9.921147013144779,22.13194458323023,50,20,341
9.980267284282716,21.351732449087216,50,20,1848
10.0,19.642674975345226,50,20,901
9.980267284282716,22.119882159880177,50,20,1551
9.921147013144777,22.436333677679425,50,20,1565
9.822872507286887,21.64726008266481,50,20,1452
9.68583161128631,21.76052018843423,50,20,-91
9.510565162951535,21.734464100457714,50,20,79
9.297764858882514,19.302143942144177,50,20,335
9.048270524660195,20.835720019569713,50,20,1129
8.763066800438635,19.486136871482557,50,20,1202
8.44327925502015,18.620188521348865,50,20,315
8.090169943749475,18.943100595614276,50,20,593
7.705132427757892,22.305534054322493,50,20,1825
7.289686274214114,20.025947368135643,50,20,105
6.845471059286885,19.080184100510944,50,20,551
6.374239897486895,19.64749537233375,50,20,1297
5.877852522924733,18.24285743420715,50,-30,825
5.358267949789966,22.056395446756966,50,20,921
4.817536741017152,22.375985288134427,50,20,1116
4.257792915650725,19.256571211564047,50,20,1028
3.6812455268467774,18.78128684089877,50,20,-32
3.090169943749471,20.77854367185116,50,20,734
2.486898871648548,21.196262530746015,50,20,1286
1.8738131458572458,21.338494508117837,50,20,1520
1.2533323356430408,22.103163908970558,50,20,365
0.6279051952931314,22.006020734746265,50,20,1987
-3.216245299353273e-15,18.07257489550652,50,20,890
-0.6279051952931335,20.261015864811636,50,20,559
-1.2533323356430428,21.139875635343746,50,20,1495
-1.8738131458572478,18.552343714482692,50,20,-34
-2.4868988716485503,19.490213907840886,50,20,1900
-3.090169943749477,19.503704996699103,50,20,1297
-3.681245526846783,19.53979438491951,50,20,393
-4.257792915650727,17.759710802227655,50,20,43
-4.817536741017154,18.293609133825342,50,20,1719
-5.358267949789967,17.82960993579675,50,20,758
-5.877852522924734,22.01756074078093,50,-30,113
-6.3742398974869,21.910890252287192,50,20,249
-6.845471059286887,20.58402310595714,50,20,378
-7.289686274214116,21.611847145908285,50,20,1259
-7.705132427757894,20.995621814931525,50,20,1699
-8.090169943749473,18.90725491745223,50,20,1277
-8.443279255020153,21.45495514092488,50,20,695
-8.763066800438637,19.477331078615407,50,20,326
-9.048270524660198,21.968878492724166,50,20,1573
-9.297764858882514,22.229305474836096,50,20,1310
-9.510565162951535,17.58510433596634,50,20,1425
-9.685831611286313,19.457952357868752,50,20,1259
-9.822872507286887,19.01234594745231,50,20,1312
-9.921147013144779,19.595859171100315,50,20,1882
-9.980267284282716,21.29010844363288,50,20,1083
-10.0,19.333613391395783,50,20,927
-9.980267284282716,19.441436971400595,50,20,69
-9.921147013144779,17.652338126617103,50,20,6
-9.822872507286887,21.642414280912064,50,20,1046
-9.68583161128631,19.998322548097377,50,20,1349
-9.510565162951536,20.550236842349268,50,-30,196
-9.297764858882513,19.05760072381524,50,20,713
-9.048270524660197,18.912666507679134,50,20,185
-8.763066800438633,22.391508426439767,50,20,824
-8.44327925502015,21.571037444259062,50,20,1388
-8.09016994374947,19.730592734746004,50,20,1934
-7.70513242775789,19.53899520592864,50,20,852
-7.289686274214116,21.7346873229676,50,20,1545
-6.845471059286883,17.574691372933884,50,20,1413
-6.374239897486897,19.085251300786528,50,20,152
-5.877852522924726,19.56621303366537,50,20,1185
-5.358267949789964,21.990793748856646,50,20,496
-4.817536741017153,20.354037049876244,50,20,1473
-4.257792915650722,21.444671674856075,50,20,415
-3.6812455268467787,19.08140326395045,50,20,691
-3.090169943749468,19.926488042381457,50,20,278
-2.486898871648545,19.148637600717507,50,20,1379
-1.873813145857247,18.820668552699217,50,20,1272
-1.253332335643038,19.506823784907038,50,20,23
-0.6279051952931326,18.49609171564885,50,20,1486
