0,1
DcdcWorkSts,DcdcTemp
20000,20000
#4876FF,#20B2AA
1,1
0,40¡æ
{},{}
104.0,2.0
-40.0,6.0
8.0,5.0
8.0,3.0
-24.0,7.0
168.0,5.0
40.0,6.0
184.0,5.0
-8.0,3.0
-24.0,2.0
40.0,3.0
-24.0,6.0
8.0,3.0
168.0,1.0
-8.0,3.0
88.0,0.0
-40.0,6.0
-24.0,1.0
-24.0,7.0
72.0,5.0
184.0,3.0
-8.0,0.0
24.0,7.0
184.0,5.0
-24.0,0.0
104.0,1.0
72.0,1.0
120.0,5.0
120.0,0.0
-40.0,2.0
56.0,1.0
104.0,5.0
72.0,5.0
88.0,0.0
136.0,6.0
72.0,1.0
200.0,6.0
136.0,3.0
56.0,3.0
56.0,6.0
120.0,2.0
40.0,4.0
88.0,0.0
-24.0,2.0
104.0,0.0
72.0,2.0
-24.0,5.0
-40.0,3.0
40.0,4.0
168.0,3.0
-24.0,5.0
40.0,4.0
8.0,6.0
56.0,0.0
152.0,4.0
152.0,1.0
120.0,2.0
8.0,0.0
120.0,3.0
24.0,5.0
-8.0,6.0
56.0,3.0
152.0,5.0
200.0,7.0
200.0,0.0
104.0,5.0
104.0,5.0
-24.0,1.0
152.0,1.0
-24.0,5.0
-24.0,5.0
104.0,1.0
152.0,0.0
88.0,2.0
-24.0,6.0
40.0,5.0
72.0,7.0
152.0,6.0
200.0,5.0
136.0,4.0
88.0,4.0
24.0,1.0
136.0,1.0
184.0,6.0
8.0,1.0
72.0,1.0
-24.0,2.0
56.0,3.0
72.0,0.0
-24.0,4.0
200.0,2.0
200.0,3.0
24.0,2.0
88.0,5.0
104.0,1.0
152.0,2.0
136.0,1.0
8.0,1.0
184.0,1.0
120.0,5.0
40.0,6.0
88.0,0.0
200.0,2.0
-24.0,1.0
168.0,3.0
184.0,6.0
104.0,1.0
8.0,6.0
168.0,3.0
120.0,5.0
72.0,1.0
104.0,4.0
40.0,6.0
104.0,1.0
-24.0,0.0
184.0,2.0
168.0,7.0
200.0,6.0
8.0,4.0
88.0,0.0
40.0,2.0
-24.0,0.0
24.0,6.0
120.0,1.0
40.0,2.0
-8.0,1.0
40.0,0.0
184.0,2.0
-24.0,0.0
72.0,0.0
72.0,5.0
8.0,6.0
88.0,2.0
72.0,0.0
40.0,1.0
200.0,1.0
8.0,6.0
